week,opponent,result
1,LAC,LOSS
2,NYG,WIN
3,BUF,LOSS
4,ATL,WIN
5,NO,LOSS
6,KC,LOSS
7,GB,LOSS
8,DEN,LOSS
9,BYE,BYE
10,TB,WIN
11,CAR,WIN
12,SEA,WIN
13,LV,WIN
14,DAL,LOSS
15,PHI,LOSS
16,DAL,LOSS
17,PHI,LOSS
18,NYG,WIN
