week,opponent,result
1,SF,LOSS
2,PIT,WIN
3,NO,WIN
4,ARI,WIN
5,TB,LOSS
6,JAX,WIN
7,HOU,WIN
8,BYE,BYE
9,WSH,WIN
10,ARI,WIN
11,LAR,LOSS
12,TEN,WIN
13,MIN,WIN
14,ATL,WIN
15,IND,WIN
16,LAR,WIN
17,CAR,WIN
18,SF,WIN
