team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LV,Alec Ingold,receiving,10,85,7.11,1,29,12
LV,Bryan Edwards,receiving,34,571,13.86,3,51,59
LV,Daniel Helm,receiving,1,-1,-0.5,0,0,2
LV,Darren Waller,receiving,55,665,12.1,2,33,93
LV,DeSean Jackson,receiving,12,233,18.86,1,56,19
LV,Derek Carrier,receiving,2,13,6.5,0,9,2
LV,Foster Moreau,receiving,30,373,13.87,3,44,44
LV,Henry Ruggs III,receiving,24,469,20.06,2,61,36
LV,Hunter Renfrow,receiving,103,1038,10.12,9,54,128
LV,Jalen Richard,receiving,12,72,6.28,0,19,14
LV,Josh Jacobs,receiving,54,348,7.67,0,29,64
LV,Kenyan Drake,receiving,30,291,8.23,1,31,40
LV,Peyton Barber,receiving,10,67,5.88,0,23,13
LV,Trey Ragas,receiving,2,6,3.0,0,4,2
LV,Willie Snead IV,receiving,3,32,6.4,0,15,5
LV,Zay Jones,receiving,47,546,14.51,1,43,70
