team,player,category,FUM,LOST
LV,Alec Ingold,fumbles,0,0
LV,Andre James,fumbles,1,0
LV,Brandon Parker,fumbles,0,0
LV,Bryan Edwards,fumbles,1,0
LV,Cory Littleton,fumbles,0,0
LV,Dallin Leavitt,fumbles,0,0
LV,Darius Philon,fumbles,0,0
LV,DeSean Jackson,fumbles,1,1
LV,Denzel Perryman,fumbles,0,0
LV,Derek Carr,fumbles,13,5
LV,Divine Deablo,fumbles,0,0
LV,Foster Moreau,fumbles,1,0
LV,Hunter Renfrow,fumbles,5,1
LV,John Simpson,fumbles,0,0
LV,Johnathan Abram,fumbles,0,0
LV,Josh Jacobs,fumbles,2,2
LV,Kenyan Drake,fumbles,1,0
LV,Marcus Mariota,fumbles,1,0
LV,Peyton Barber,fumbles,2,0
LV,Zay Jones,fumbles,1,1
