week,opponent,result
1,HOU,LOSS
2,DEN,LOSS
3,ARI,LOSS
4,CIN,LOSS
5,TEN,LOSS
6,MIA,WIN
7,BYE,BYE
8,SEA,LOSS
9,BUF,WIN
10,IND,LOSS
11,SF,LOSS
12,ATL,LOSS
13,LAR,LOSS
14,TEN,LOSS
15,HOU,LOSS
16,NYJ,LOSS
17,NE,LOSS
18,IND,WIN
