team,player,category,INT,YDS,TD
NYG,Adoree' Jackson,interceptions,1,10,0
NYG,Darnay Holmes,interceptions,1,15,0
NYG,James Bradberry IV,interceptions,4,19,0
NYG,Julian Love,interceptions,1,0,0
NYG,Lorenzo Carter,interceptions,1,1,0
NYG,Tae Crowder,interceptions,2,26,0
NYG,Xavier McKinney,interceptions,5,64,1
