team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NYG,Andrew Thomas,receiving,1,2,2.0,1,2,1
NYG,C.J. Board,receiving,4,51,15.83,0,38,6
NYG,Chris Myarick,receiving,3,17,2.88,1,10,6
NYG,Collin Johnson,receiving,11,105,6.96,0,16,21
NYG,Daniel Jones,receiving,1,16,16.0,0,16,1
NYG,Dante Pettis,receiving,10,87,8.7,1,27,16
NYG,Darius Slayton,receiving,26,339,9.42,2,42,58
NYG,David Sills V,receiving,2,17,4.25,0,12,6
NYG,Devontae Booker,receiving,40,268,6.42,1,41,45
NYG,Elijhaa Penny,receiving,9,30,2.93,1,16,13
NYG,Evan Engram,receiving,46,408,8.86,3,30,73
NYG,Gary Brightwell,receiving,1,6,6.0,0,6,1
NYG,John Ross,receiving,11,224,13.65,1,52,20
NYG,Kadarius Toney,receiving,39,420,8.79,0,38,57
NYG,Kaden Smith,receiving,3,33,10.5,0,21,3
NYG,Keion Crossen,receiving,0,0,0.0,0,0,1
NYG,Kenny Golladay,receiving,37,521,11.34,0,36,76
NYG,Kyle Rudolph,receiving,26,257,9.92,1,60,39
NYG,Pharoh Cooper,receiving,4,33,3.75,0,15,11
NYG,Saquon Barkley,receiving,41,263,4.56,2,54,57
NYG,Sterling Shepard,receiving,36,366,9.91,1,37,53
