team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SF,Brayden Willis,receiving,0,0,0.0,0,0,1
SF,Brian Robinson Jr.,receiving,8,25,2.46,0,6,12
SF,Christian McCaffrey,receiving,102,924,9.49,7,39,129
SF,Connor Colby,receiving,1,-1,-1.0,0,-1,1
SF,Demarcus Robinson,receiving,22,276,10.16,1,31,35
SF,George Kittle,receiving,57,628,9.87,7,33,69
SF,Jake Tonges,receiving,34,293,8.42,5,23,46
SF,Jauan Jennings,receiving,55,643,11.59,9,42,90
SF,Jordan Watkins,receiving,2,26,13.0,0,19,3
SF,Kendrick Bourne,receiving,37,551,12.86,0,56,53
SF,Kyle Juszczyk,receiving,24,213,8.28,2,25,28
SF,Luke Farrell,receiving,11,85,6.67,2,11,14
SF,Malik Turner,receiving,0,0,0.0,0,0,1
SF,Marquez Valdes-Scantling,receiving,4,40,7.25,0,19,8
SF,Ricky Pearsall,receiving,36,528,12.23,0,45,53
SF,Skyy Moore,receiving,5,87,12.43,0,23,7
