team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
SF,Eddy Pineiro,kicking,76.19,59,118,28,29,34,38
SF,Jake Moody,kicking,33.3,32,5,1,3,2,2
SF,Matt Gay,kicking,100.0,47,16,4,4,4,4
