team,player,category,FUM,LOST
SF,Alfred Collins,fumbles,0,0
SF,Brock Purdy,fumbles,3,2
SF,Christian McCaffrey,fumbles,2,0
SF,Colton McKivitz,fumbles,0,0
SF,Darrell Luter Jr.,fumbles,0,0
SF,Deommodore Lenoir,fumbles,1,0
SF,Fred Warner,fumbles,0,0
SF,Jake Tonges,fumbles,0,0
SF,Jauan Jennings,fumbles,1,1
SF,Keion White,fumbles,0,0
SF,Luke Farrell,fumbles,1,1
SF,Luke Gifford,fumbles,0,0
SF,Mac Jones,fumbles,4,2
SF,Marques Sigle,fumbles,0,0
SF,Mykel Williams,fumbles,0,0
SF,Nick Bosa,fumbles,0,0
SF,Skyy Moore,fumbles,1,0
SF,Trevis Gipson,fumbles,0,0
