team,player,category,INT,YDS,TD
SF,Dee Winters,interceptions,1,74,1
SF,Deommodore Lenoir,interceptions,2,90,0
SF,Ji'Ayir Brown,interceptions,2,4,0
SF,Malik Mustapha,interceptions,1,0,0
