team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Ezekiel Turner,rushing,1,2,2.0,0,2
ARI,Joshua Dobbs,rushing,12,48,4.0,0,12
ARI,Emari Demercado,rushing,1,3,3.0,0,3
ARI,James Conner,rushing,11,52,4.7,0,11
ATL,Bijan Robinson,rushing,14,105,7.5,0,38
ATL,Tyler Allgeier,rushing,7,16,2.3,0,9
ATL,Desmond Ridder,rushing,1,6,6.0,0,6
BAL,Gus Edwards,rushing,15,48,3.2,0,16
BAL,Justice Hill,rushing,3,33,11.0,0,15
BAL,Melvin Gordon III,rushing,3,21,7.0,0,22
BAL,Lamar Jackson,rushing,9,27,3.0,2,10
BAL,Tyler Huntley,rushing,2,8,4.0,0,6
BAL,Zay Flowers,rushing,1,-6,-6.0,0,-6
BUF,James Cook III,rushing,12,29,2.4,1,8
BUF,Kyle Allen,rushing,3,-3,-1.0,0,-1
BUF,Josh Allen,rushing,4,17,4.3,1,11
BUF,Damien Harris,rushing,6,29,4.8,0,8
BUF,Latavius Murray,rushing,4,32,8.0,0,29
CAR,Bryce Young,rushing,2,10,5.0,0,6
CAR,Miles Sanders,rushing,13,19,1.5,0,6
CAR,Adam Thielen,rushing,1,6,6.0,0,6
CAR,Laviska Shenault Jr.,rushing,1,7,7.0,0,7
CAR,Chuba Hubbard,rushing,14,41,2.9,0,7
CHI,Khalil Herbert,rushing,18,103,5.7,0,24
CHI,Cole Kmet,rushing,1,1,1.0,0,1
CHI,Velus Jones Jr.,rushing,1,10,10.0,0,10
CHI,Roschon Johnson,rushing,5,13,2.6,0,7
CHI,Tyler Scott,rushing,2,19,9.5,0,11
CHI,Justin Fields,rushing,4,25,6.3,0,20
CIN,Trayveon Williams,rushing,1,4,4.0,0,4
CIN,Joe Mixon,rushing,14,67,4.8,0,13
CIN,Joe Burrow,rushing,3,1,0.3,0,1
CLE,Pierre Strong Jr.,rushing,5,49,9.8,0,40
CLE,Jerome Ford,rushing,9,26,2.9,0,10
