team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
SF,Brandon Allen,passing,199,3.45,1,2,0.0,16.8,38.35,17,30
SF,Brock Purdy,passing,3864,8.47,20,12,0.0,60.97,96.11,300,455
SF,Deebo Samuel,passing,0,0.0,0,0,0.0,0.0,0.0,0,0
SF,Joshua Dobbs,passing,361,8.2,2,2,0.0,61.7,93.5,32,47
SF,Ricky Pearsall,passing,0,0.0,0,0,0.0,1.9,39.6,0,1
