team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SF,Brandon Aiyuk,receiving,25,374,15.26,0,53,47
SF,Brayden Willis,receiving,0,0,0.0,0,0,2
SF,Chris Conley,receiving,6,76,4.54,0,23,12
SF,Christian McCaffrey,receiving,15,146,9.35,0,30,19
SF,Deebo Samuel,receiving,51,670,13.26,3,76,81
SF,Dominick Puni,receiving,0,-3,0.0,0,-3,0
SF,Eric Saubert,receiving,11,97,6.35,1,20,14
SF,George Kittle,receiving,78,1106,13.96,8,43,94
SF,Isaac Guerendo,receiving,15,152,8.92,0,40,16
SF,Jacob Cowing,receiving,4,80,13.33,0,41,6
SF,Jake Brendel,receiving,0,2,0.0,0,2,0
SF,Jauan Jennings,receiving,77,975,13.72,6,45,113
SF,Jordan Mason,receiving,11,91,7.69,0,24,14
SF,Kyle Juszczyk,receiving,19,200,10.01,2,36,31
SF,Patrick Taylor Jr.,receiving,3,25,6.25,0,12,11
SF,Ricky Pearsall,receiving,31,400,9.42,3,46,46
SF,Ronnie Bell,receiving,2,22,7.33,0,12,6
SF,Trent Taylor,receiving,1,11,11.0,0,11,1
