team,player,category,INT,YDS,TD
SF,Demetrius Flannigan-Fowles,interceptions,1,0,0
SF,Deommodore Lenoir,interceptions,2,33,0
SF,Fred Warner,interceptions,2,70,1
SF,Isaac Yiadom,interceptions,1,11,0
SF,Ji'Ayir Brown,interceptions,1,0,0
SF,Kalia Davis,interceptions,1,2,0
SF,Malik Mustapha,interceptions,1,1,0
SF,Nick Bosa,interceptions,1,30,0
SF,Renardo Green,interceptions,1,20,0
