team,player,category,CAR,YDS,AVG,TD,LONG
IND,Ameer Abdullah,rushing,14,60,4.22,1,14
IND,Anthony Richardson Sr.,rushing,4,-1,-0.3,0,2
IND,Ashton Dulin,rushing,3,44,14.67,0,22
IND,DJ Giddens,rushing,26,96,3.65,0,12
IND,Daniel Jones,rushing,45,164,3.03,5,19
IND,Jonathan Taylor,rushing,323,1585,4.88,18,83
IND,Josh Downs,rushing,2,-2,-1.0,0,3
IND,Philip Rivers,rushing,2,-1,-3.0,0,0
IND,Riley Leonard,rushing,6,27,3.5,2,11
IND,Rodney Thomas II,rushing,1,3,3.0,0,3
IND,Tyler Goodson,rushing,9,24,2.8,0,6
IND,Tyler Warren,rushing,6,8,1.3,1,3
IND,Ulysses Bentley IV,rushing,1,0,0.0,0,0
