team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
IND,Blake Grupe,kicking,100.0,60,43,11,11,10,10
IND,Michael Badgley,kicking,95.24,53,48,10,11,18,21
IND,Spencer Shrader,kicking,73.34,52,52,13,14,14,14
