team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
IND,Anthony Richardson Sr.,passing,9,4.5,0,0,0,1,2
IND,Daniel Jones,passing,3101,8.18,19,8,22,261,384
IND,Philip Rivers,passing,544,5.73,4,3,5,58,92
IND,Rigoberto Sanchez,passing,16,16.0,0,0,0,1,1
IND,Riley Leonard,passing,415,2.58,2,3,2,39,67
IND,Tyler Warren,passing,0,0.0,0,0,0,0,1
