team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Kyler Murray,rushing,5,41,8.2,0,29
ARI,Trey Benson,rushing,8,35,4.4,0,12
ARI,Emari Demercado,rushing,2,8,4.0,0,8
ARI,Greg Dortch,rushing,1,4,4.0,0,4
ARI,Michael Carter,rushing,1,1,1.0,0,1
ATL,Michael Penix Jr.,rushing,4,2,0.5,0,5
ATL,Tyler Allgeier,rushing,16,51,3.2,1,19
ATL,Bijan Robinson,rushing,17,75,4.4,1,14
BAL,Derrick Henry,rushing,8,42,5.3,0,14
BAL,Justice Hill,rushing,3,76,25.3,1,71
BAL,Lamar Jackson,rushing,6,48,8.0,0,17
BUF,Ray Davis,rushing,1,3,3.0,0,3
BUF,Ty Johnson,rushing,1,0,0.0,0,0
BUF,Elijah Moore,rushing,1,0,0.0,0,0
BUF,James Cook III,rushing,22,117,5.3,1,15
BUF,Josh Allen,rushing,7,45,6.4,1,27
CAR,Trevor Etienne,rushing,7,33,4.7,0,22
CAR,Rico Dowdle,rushing,9,32,3.6,0,10
CAR,David Moore,rushing,1,12,12.0,0,12
CAR,Bryce Young,rushing,1,3,3.0,0,3
CAR,Chuba Hubbard,rushing,10,49,4.9,0,11
CHI,Kyle Monangai,rushing,4,18,4.5,0,9
CHI,Caleb Williams,rushing,8,13,1.6,0,12
CHI,D'Andre Swift,rushing,14,38,2.7,1,13
CIN,Jake Browning,rushing,3,4,1.3,0,3
CIN,Samaje Perine,rushing,1,4,4.0,0,4
CIN,Andrei Iosivas,rushing,1,5,5.0,0,5
CIN,Chase Brown,rushing,10,40,4.0,0,6
CLE,Quinshon Judkins,rushing,21,82,3.9,1,11
CLE,Harold Fannin Jr.,rushing,1,1,1.0,0,1
CLE,Joe Flacco,rushing,3,-1,-0.3,0,0
CLE,Dylan Sampson,rushing,1,-2,-2.0,0,-2
CLE,Jerome Ford,rushing,1,-1,-1.0,0,-1
DAL,Miles Sanders,rushing,2,8,4.0,0,5
DAL,Javonte Williams,rushing,20,85,4.3,1,13
DAL,KaVontae Turpin,rushing,1,4,4.0,0,4
DAL,Dak Prescott,rushing,1,2,2.0,1,2
DAL,Hunter Luepke,rushing,1,6,6.0,0,6
DAL,Ryan Flournoy,rushing,1,12,12.0,0,12
DEN,Adam Prentice,rushing,1,4,4.0,0,4
DEN,Bo Nix,rushing,6,7,1.2,1,6
DEN,J.K. Dobbins,rushing,16,101,6.3,0,16
DEN,RJ Harvey,rushing,14,58,4.1,0,9
DEN,Marvin Mims Jr.,rushing,1,16,16.0,1,16
DET,David Montgomery,rushing,9,12,1.3,0,4
DET,Jacob Saylors,rushing,2,11,5.5,0,9
DET,Kyle Allen,rushing,2,-2,-1.0,0,-1
DET,Jameson Williams,rushing,1,-3,-3.0,0,-3
DET,Jahmyr Gibbs,rushing,15,91,6.1,1,24
GB,Josh Jacobs,rushing,22,86,3.9,2,19
GB,Emanuel Wilson,rushing,8,44,5.5,0,13
GB,Jordan Love,rushing,3,28,9.3,0,25
GB,Matthew Golden,rushing,1,5,5.0,0,5
GB,Savion Williams,rushing,1,1,1.0,0,1
HOU,C.J. Stroud,rushing,4,11,2.8,0,4
HOU,Woody Marks,rushing,17,69,4.1,1,18
HOU,Jaylin Noel,rushing,1,2,2.0,0,2
HOU,Nick Chubb,rushing,13,47,3.6,0,11
IND,Jonathan Taylor,rushing,17,76,4.5,0,12
IND,Ashton Dulin,rushing,1,7,7.0,0,7
IND,Tyler Warren,rushing,2,3,1.5,1,2
IND,Daniel Jones,rushing,1,-1,-1.0,0,-1
JAX,Travis Etienne Jr.,rushing,19,124,6.5,1,48
JAX,Brian Thomas Jr.,rushing,1,7,7.0,0,7
JAX,Bhayshul Tuten,rushing,4,14,3.5,0,8
JAX,Parker Washington,rushing,1,-1,-1.0,0,-1
JAX,Trevor Lawrence,rushing,7,7,1.0,0,6
KC,Xavier Worthy,rushing,2,38,19.0,0,35
KC,Isiah Pacheco,rushing,7,35,5.0,0,12
KC,Kareem Hunt,rushing,13,34,2.6,0,7
KC,Brashard Smith,rushing,4,9,2.3,0,5
KC,Patrick Mahomes,rushing,4,5,1.3,0,4
KC,Gardner Minshew II,rushing,2,-3,-1.5,0,-1
LAC,Omarion Hampton,rushing,12,128,10.7,1,54
LAC,Justin Herbert,rushing,1,24,24.0,0,24
LAR,Matthew Stafford,rushing,4,4,1.0,0,6
LAR,Kyren Williams,rushing,13,77,5.9,0,11
LAR,Blake Corum,rushing,9,21,2.3,0,10
LV,Tre Tucker,rushing,2,9,4.5,0,5
LV,Geno Smith,rushing,4,31,7.8,0,20
LV,Raheem Mostert,rushing,4,62,15.5,0,37
LV,Ashton Jeanty,rushing,21,138,6.6,1,64
MIA,De'Von Achane,rushing,20,99,5.0,1,21
MIA,Ollie Gordon II,rushing,6,10,1.7,0,7
MIA,Tua Tagovailoa,rushing,3,6,2.0,0,5
MIA,Malik Washington,rushing,2,8,4.0,0,8
MIN,Jordan Mason,rushing,16,57,3.6,0,9
MIN,Carson Wentz,rushing,2,12,6.0,0,11
MIN,Zavier Scott,rushing,2,1,0.5,0,2
NE,Rhamondre Stevenson,rushing,9,38,4.2,0,22
NE,Drake Maye,rushing,3,11,3.7,1,5
NE,Kyle Williams,rushing,1,-2,-2.0,0,-2
NE,Joshua Dobbs,rushing,3,-2,-0.7,0,0
NE,TreVeyon Henderson,rushing,7,32,4.6,1,11
NE,Antonio Gibson,rushing,6,27,4.5,1,21
NO,Alvin Kamara,rushing,15,70,4.7,0,17
NO,Spencer Rattler,rushing,6,49,8.2,0,15
NO,Rashid Shaheed,rushing,2,5,2.5,0,5
NO,Kendre Miller,rushing,11,65,5.9,1,18
NYG,Cam Skattebo,rushing,25,79,3.2,0,16
NYG,Devin Singletary,rushing,7,28,4.0,0,8
NYG,Jaxson Dart,rushing,10,54,5.4,1,15
NYJ,Justin Fields,rushing,7,81,11.6,1,43
NYJ,Isaiah Davis,rushing,3,9,3.0,0,6
NYJ,Braelon Allen,rushing,4,26,6.5,0,15
NYJ,Breece Hall,rushing,14,81,5.8,0,23
PHI,Braden Mann,rushing,1,-34,-34.0,0,-34
