team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,200,4.9,2,2,6,27,41
ATL,Michael Penix Jr.,passing,313,12.0,2,1,1,20,26
BAL,Lamar Jackson,passing,147,7.4,1,1,3,14,20
BAL,Cooper Rush,passing,52,4.0,0,0,0,9,13
BUF,Josh Allen,passing,209,9.5,2,1,3,16,22
CAR,Bryce Young,passing,150,5.0,1,0,1,18,30
CAR,Andy Dalton,passing,58,9.7,1,0,0,5,6
CHI,Caleb Williams,passing,212,5.7,1,1,1,22,37
CIN,Jake Browning,passing,125,5.0,0,0,3,14,25
CLE,Joe Flacco,passing,184,5.4,0,2,3,16,34
CLE,Dillon Gabriel,passing,0,0.0,0,0,0,0,1
DAL,Dak Prescott,passing,319,8.0,3,0,1,31,40
DEN,Bo Nix,passing,326,7.8,2,1,0,29,42
DET,Jared Goff,passing,168,6.2,2,1,0,16,27
GB,Jordan Love,passing,337,7.8,3,0,1,31,43
HOU,C.J. Stroud,passing,233,8.3,2,0,2,22,28
IND,Daniel Jones,passing,262,7.9,1,2,2,24,33
JAX,Trevor Lawrence,passing,174,5.6,1,0,0,21,31
KC,Patrick Mahomes,passing,270,7.3,4,0,1,25,37
LAC,Justin Herbert,passing,203,5.0,1,2,2,23,41
LAR,Matthew Stafford,passing,375,9.1,3,0,3,29,41
LV,Geno Smith,passing,117,5.6,2,3,0,14,21
MIA,Tua Tagovailoa,passing,177,7.1,2,0,0,17,25
MIN,Carson Wentz,passing,350,7.6,2,2,6,30,46
NE,Joshua Dobbs,passing,0,0.0,0,0,0,0,1
NE,Drake Maye,passing,203,11.9,2,0,1,14,17
NO,Spencer Rattler,passing,126,4.7,1,0,3,18,27
NO,Chris Olave,passing,0,0.0,0,1,0,0,1
NYG,Russell Wilson,passing,8,8.0,0,0,1,1,1
NYG,Jaxson Dart,passing,111,5.6,1,0,5,13,20
NYJ,Justin Fields,passing,226,8.4,1,0,2,20,27
PHI,Jalen Hurts,passing,130,5.4,2,0,2,15,24
PIT,Aaron Rodgers,passing,200,9.1,1,0,2,18,22
SEA,Sam Darnold,passing,242,9.3,1,0,3,18,26
SF,Brock Purdy,passing,309,8.1,2,2,1,22,38
TB,Baker Mayfield,passing,289,7.2,2,1,2,22,40
TEN,Cam Ward,passing,108,4.2,0,1,2,10,26
WSH,Marcus Mariota,passing,156,5.8,2,1,2,16,27
