team,player,category,CAR,YDS,AVG,TD,LONG
KC,Brashard Smith,rushing,44,151,3.62,0,14
KC,Chris Oladokun,rushing,5,18,3.0,0,7
KC,Clyde Edwards-Helaire,rushing,7,13,2.05,0,7
KC,Dameon Pierce,rushing,4,10,2.5,0,4
KC,Gardner Minshew II,rushing,6,2,1.83,0,8
KC,Isiah Pacheco,rushing,118,462,4.08,1,16
KC,Kareem Hunt,rushing,163,611,3.69,8,33
KC,Nikko Remigio,rushing,1,11,11.0,0,11
KC,Patrick Mahomes,rushing,64,422,6.41,5,22
KC,Rashee Rice,rushing,5,20,3.67,1,7
KC,Shane Buechele,rushing,1,4,4.0,0,4
KC,Travis Kelce,rushing,1,1,1.0,0,1
KC,Xavier Worthy,rushing,11,87,6.83,0,35
