team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
KC,Chris Oladokun,passing,235,4.43,1,0,0.0,23.1,79.17,35,55
KC,Gardner Minshew II,passing,37,3.15,0,1,0.0,21.1,38.3,6,13
KC,Patrick Mahomes,passing,3587,7.16,22,11,0.0,66.45,89.56,315,502
KC,Shane Buechele,passing,88,6.3,0,0,0.0,5.6,69.9,7,14
