team,player,category,REC,YDS,AVG,TD,LONG,TGTS
KC,Brashard Smith,receiving,25,172,4.68,1,17,35
KC,Clyde Edwards-Helaire,receiving,2,9,4.5,0,7,2
KC,Elijah Mitchell,receiving,0,0,0.0,0,0,1
KC,Hollywood Brown,receiving,49,587,12.91,5,51,74
KC,Isiah Pacheco,receiving,19,101,4.11,1,31,26
KC,Jalen Royals,receiving,2,4,2.0,0,2,3
KC,Jared Wiley,receiving,1,4,4.0,0,4,1
KC,Jason Brownlee,receiving,0,0,0.0,0,0,1
KC,JuJu Smith-Schuster,receiving,33,345,8.21,1,30,45
KC,Kareem Hunt,receiving,18,143,7.62,1,22,25
KC,Nikko Remigio,receiving,1,21,21.0,0,21,1
KC,Noah Gray,receiving,21,178,7.81,0,28,37
KC,Patrick Mahomes,receiving,1,-10,-10.0,0,-10,1
KC,Rashee Rice,receiving,53,571,10.94,5,47,78
KC,Robert Tonyan,receiving,1,1,1.0,0,1,1
KC,Travis Kelce,receiving,76,851,11.34,5,44,108
KC,Tyquan Thornton,receiving,19,438,21.65,3,61,37
KC,Xavier Worthy,receiving,42,532,11.31,1,42,73
