team,player,category,INT,YDS,TD
KC,Ashton Gillotte,interceptions,1,14,0
KC,Chamarri Conner,interceptions,1,1,0
KC,Chris Roland-Wallace,interceptions,1,23,0
KC,Jack Cochrane,interceptions,1,0,0
KC,Jaylen Watson,interceptions,2,14,0
KC,Leo Chenal,interceptions,1,0,0
KC,Mike Danna,interceptions,1,10,0
KC,Nick Bolton,interceptions,1,0,0
KC,Trent McDuffie,interceptions,1,2,0
