week,opponent,result
1,WSH,WIN
2,DAL,LOSS
3,KC,WIN
4,LV,WIN
5,CLE,WIN
6,BAL,LOSS
7,BYE,BYE
8,NE,LOSS
9,PHI,WIN
10,MIN,LOSS
11,PIT,WIN
12,DEN,LOSS
13,CIN,WIN
14,NYG,WIN
15,KC,LOSS
16,HOU,LOSS
17,DEN,WIN
18,LV,LOSS
