week,opponent,result
1,BAL,WIN
2,NYJ,WIN
3,MIA,WIN
4,NO,WIN
5,NE,LOSS
6,ATL,LOSS
8,CAR,WIN
9,KC,WIN
10,MIA,LOSS
11,TB,WIN
12,HOU,LOSS
13,PIT,WIN
14,CIN,WIN
15,NE,WIN
16,CLE,WIN
17,PHI,LOSS
18,NYJ,WIN
