team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,258,5.9,2,0,5,22,44
ARI,Kedon Slovis,passing,0,0.0,0,0,0,0,1
ATL,Michael Penix Jr.,passing,177,6.3,1,0,3,12,28
BAL,Lamar Jackson,passing,176,6.1,1,0,1,17,29
BUF,Josh Allen,passing,306,7.7,2,1,3,28,40
CAR,Bryce Young,passing,124,5.0,0,1,2,17,25
CHI,Caleb Williams,passing,220,6.1,1,0,0,20,36
CLE,Dillon Gabriel,passing,167,5.2,2,0,6,17,32
DEN,Courtland Sutton,passing,0,0.0,0,0,1,0,0
DEN,Bo Nix,passing,150,5.4,1,2,1,16,28
DET,Jared Goff,passing,320,9.7,3,0,0,25,33
DET,Kyle Allen,passing,0,0.0,0,0,0,0,2
GB,Jordan Love,passing,176,4.9,0,0,3,20,36
HOU,Davis Mills,passing,292,6.5,2,1,2,27,45
IND,Daniel Jones,passing,255,9.8,1,1,7,19,26
JAX,Trevor Lawrence,passing,158,6.9,1,1,5,13,23
LAC,Justin Herbert,passing,220,6.7,1,0,5,20,33
LAR,Matthew Stafford,passing,280,7.8,4,0,1,24,36
LV,Geno Smith,passing,143,5.5,0,1,6,16,26
LV,Kenny Pickett,passing,0,0.0,0,0,0,0,1
MIA,Tua Tagovailoa,passing,173,8.2,2,2,0,15,21
MIN,J.J. McCarthy,passing,248,5.9,1,2,1,20,42
NE,Drake Maye,passing,270,8.7,2,1,1,16,31
NO,Tyler Shough,passing,282,10.4,2,0,2,19,27
NO,Taysom Hill,passing,0,0.0,0,0,0,0,1
NYG,Russell Wilson,passing,45,6.4,0,0,2,3,7
NYG,Jaxson Dart,passing,242,8.3,0,0,2,19,29
NYJ,Justin Fields,passing,54,4.9,1,1,3,6,11
PHI,Jalen Hurts,passing,183,7.0,1,0,0,15,26
PIT,Aaron Rodgers,passing,161,5.2,1,2,3,16,31
SEA,Sam Darnold,passing,178,14.8,1,1,1,10,12
SF,Mac Jones,passing,319,8.2,3,1,0,33,39
TB,Baker Mayfield,passing,273,6.3,3,0,2,28,43
WSH,Marcus Mariota,passing,213,9.7,2,0,2,16,22
