team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,0.0,0,2,0,0,2,2
ATL,Zane Gonzalez,kicking,100.0,43,5,1,1,2,2
BAL,Tyler Loop,kicking,80.0,44,13,4,5,1,1
BUF,Matt Prater,kicking,0.0,0,1,0,0,1,1
CAR,Ryan Fitzgerald,kicking,0.0,0,1,0,1,1,1
CHI,Cairo Santos,kicking,100.0,22,6,1,1,3,3
CLE,Andre Szmyt,kicking,100.0,45,8,2,2,2,2
DEN,Wil Lutz,kicking,50.0,32,4,1,2,1,1
DET,Jake Bates,kicking,100.0,48,12,3,3,3,4
GB,Brandon McManus,kicking,0.0,0,1,0,1,1,1
HOU,Matthew Wright,kicking,100.0,23,4,1,1,1,1
IND,Michael Badgley,kicking,66.7,44,7,2,3,1,2
JAX,Cam Little,kicking,100.0,53,11,3,3,2,2
LAC,Cameron Dicker,kicking,75.0,59,11,3,4,2,2
LAR,Harrison Mevis,kicking,0.0,0,6,0,0,6,6
LV,Daniel Carlson,kicking,0.0,0,1,0,1,1,1
MIA,Riley Patterson,kicking,100.0,46,6,1,1,3,4
MIN,Will Reichard,kicking,100.0,49,7,2,2,1,1
NE,Andy Borregales,kicking,0.0,0,4,0,0,4,4
NO,Blake Grupe,kicking,100.0,20,5,1,1,2,2
NYG,Younghoe Koo,kicking,100.0,32,8,2,2,2,2
NYJ,Nick Folk,kicking,100.0,37,9,2,2,3,3
PHI,Jake Elliott,kicking,100.0,39,4,1,1,1,1
PIT,Chris Boswell,kicking,50.0,59,4,1,2,1,1
SEA,Jason Myers,kicking,100.0,46,14,3,3,5,5
SF,Eddy Pineiro,kicking,0.0,0,2,0,0,2,3
TB,Chase McLaughlin,kicking,100.0,36,5,1,1,2,2
WSH,Matt Gay,kicking,100.0,44,4,1,1,1,1
