team,player,category,FUM,LOST
ARI,Jalen Thompson,fumbles,0,0
ARI,Kyler Murray,fumbles,1,0
ATL,Kaleb McGary,fumbles,0,0
ATL,Marcus Mariota,fumbles,2,1
BAL,Rashod Bateman,fumbles,1,1
BAL,Marcus Peters,fumbles,0,0
BUF,Josh Allen,fumbles,3,1
BUF,Spencer Brown,fumbles,0,0
BUF,Jamison Crowder,fumbles,1,0
CAR,Marquis Haynes Sr.,fumbles,0,0
CHI,Trestan Ebner,fumbles,0,0
CHI,Justin Fields,fumbles,2,0
CIN,B.J. Hill,fumbles,0,0
CIN,Tre Flowers,fumbles,0,0
CIN,Ja'Marr Chase,fumbles,1,1
CIN,Logan Wilson,fumbles,1,0
CLE,Denzel Ward,fumbles,0,0
DEN,Russell Wilson,fumbles,0,0
DEN,Melvin Gordon III,fumbles,2,0
DEN,Kareem Jackson,fumbles,0,0
DEN,Josey Jewell,fumbles,0,0
DET,DeShon Elliott,fumbles,0,0
GB,Darnell Savage,fumbles,0,0
GB,Jarran Reed,fumbles,0,0
GB,Romeo Doubs,fumbles,1,0
GB,Aaron Jones Sr.,fumbles,1,1
HOU,Dameon Pierce,fumbles,2,0
HOU,Tytus Howard,fumbles,0,0
HOU,A.J. Cann,fumbles,0,0
HOU,Jalen Pitre,fumbles,1,0
IND,Kylen Granson,fumbles,0,0
IND,Matt Ryan,fumbles,2,1
IND,Jonathan Taylor,fumbles,0,0
JAX,Foyesade Oluokun,fumbles,0,0
KC,L'Jarius Sneed,fumbles,0,0
KC,Isiah Pacheco,fumbles,1,0
KC,Skyy Moore,fumbles,1,1
LAC,Justin Herbert,fumbles,1,1
LAR,Cam Akers,fumbles,1,1
LV,Josh Jacobs,fumbles,1,0
MIA,Melvin Ingram,fumbles,0,0
MIN,Dalvin Cook,fumbles,1,1
MIN,Jalen Reagor,fumbles,1,0
NE,Nelson Agholor,fumbles,1,1
NE,Jabrill Peppers,fumbles,0,0
NE,Myles Bryant,fumbles,1,0
NE,Kendrick Bourne,fumbles,1,0
NO,Jameis Winston,fumbles,2,0
NO,Alvin Kamara,fumbles,1,1
NYJ,Alijah Vera-Tucker,fumbles,0,0
NYJ,C.J. Mosley,fumbles,0,0
NYJ,Joe Flacco,fumbles,3,2
PHI,Britain Covey,fumbles,1,0
PHI,Javon Hargrave,fumbles,0,0
PIT,Diontae Johnson,fumbles,0,0
PIT,Jaylen Warren,fumbles,1,0
PIT,Najee Harris,fumbles,1,1
SEA,Uchenna Nwosu,fumbles,0,0
SF,Jimmy Garoppolo,fumbles,1,1
SF,Jeff Wilson Jr.,fumbles,1,1
SF,Ray-Ray McCloud III,fumbles,1,0
TB,Breshad Perriman,fumbles,2,1
TB,Russell Gage Jr.,fumbles,1,1
TB,Logan Ryan,fumbles,0,0
TB,Cameron Brate,fumbles,0,0
TEN,Nick Westbrook-Ikhine,fumbles,0,0
TEN,Ryan Tannehill,fumbles,1,0
WSH,Carson Wentz,fumbles,2,1
