team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Kyler Murray,rushing,2,8,4.0,0,6
ARI,James Conner,rushing,13,39,3.0,0,10
ARI,Eno Benjamin,rushing,5,16,3.2,0,9
ARI,Darrel Williams,rushing,1,7,7.0,0,7
ATL,Marcus Mariota,rushing,7,4,0.6,1,6
ATL,Avery Williams,rushing,1,9,9.0,0,9
ATL,Cordarrelle Patterson,rushing,17,141,8.3,1,40
ATL,Tyler Allgeier,rushing,6,25,4.2,0,7
BAL,Devin Duvernay,rushing,2,-2,-1.0,0,2
BAL,Justice Hill,rushing,6,60,10.0,0,34
BAL,J.K. Dobbins,rushing,7,23,3.3,0,5
BAL,Lamar Jackson,rushing,11,107,9.7,1,38
BUF,Isaiah McKenzie,rushing,1,6,6.0,0,6
BUF,Josh Allen,rushing,8,47,5.9,0,19
BUF,James Cook III,rushing,1,3,3.0,0,3
BUF,Zack Moss,rushing,4,46,11.5,0,43
BUF,Devin Singletary,rushing,9,13,1.4,0,6
CAR,DJ Moore,rushing,2,13,6.5,0,9
CAR,Chuba Hubbard,rushing,3,25,8.3,0,14
CAR,Christian McCaffrey,rushing,25,108,4.3,0,18
CAR,Baker Mayfield,rushing,1,-1,-1.0,0,-1
CHI,Khalil Herbert,rushing,20,157,7.9,2,52
CHI,Equanimeous St. Brown,rushing,2,43,21.5,0,41
CHI,David Montgomery,rushing,3,11,3.7,0,5
CHI,Trestan Ebner,rushing,7,23,3.3,0,7
CHI,Justin Fields,rushing,8,47,5.9,0,29
CIN,Joe Burrow,rushing,5,0,0.0,0,5
CIN,Ja'Marr Chase,rushing,2,-2,-1.0,0,-1
CIN,Joe Mixon,rushing,12,24,2.0,0,9
CIN,Samaje Perine,rushing,9,47,5.2,0,7
CLE,Kareem Hunt,rushing,12,47,3.9,0,11
CLE,Jacoby Brissett,rushing,3,11,3.7,0,6
CLE,Nick Chubb,rushing,23,113,4.9,1,36
DAL,Tony Pollard,rushing,13,105,8.1,0,46
DAL,Ezekiel Elliott,rushing,15,73,4.9,1,27
DAL,Cooper Rush,rushing,2,-2,-1.0,0,-1
DEN,Melvin Gordon III,rushing,12,26,2.2,1,6
DEN,Russell Wilson,rushing,6,17,2.8,0,12
DEN,Javonte Williams,rushing,15,58,3.9,0,16
DET,Craig Reynolds,rushing,6,13,2.2,0,5
DET,Jamaal Williams,rushing,20,87,4.4,2,15
DET,D'Andre Swift,rushing,7,31,4.4,0,9
DET,Jared Goff,rushing,2,8,4.0,0,5
GB,Aaron Jones Sr.,rushing,12,36,3.0,0,10
GB,AJ Dillon,rushing,12,32,2.7,0,7
GB,Aaron Rodgers,rushing,1,-1,-1.0,0,-1
HOU,Rex Burkhead,rushing,3,9,3.0,0,4
HOU,Dameon Pierce,rushing,20,80,4.0,1,24
HOU,M.J. Stewart,rushing,1,3,3.0,0,3
IND,Nyheim Hines,rushing,3,7,2.3,0,7
IND,Jonathan Taylor,rushing,21,71,3.4,0,13
IND,Matt Ryan,rushing,3,4,1.3,0,3
JAX,Zay Jones,rushing,1,0,0.0,0,0
JAX,Evan Engram,rushing,1,0,0.0,0,0
JAX,Trevor Lawrence,rushing,3,7,2.3,0,6
JAX,C.J. Beathard,rushing,1,-1,-1.0,0,-1
JAX,Travis Etienne Jr.,rushing,13,45,3.5,0,9
JAX,James Robinson,rushing,17,100,5.9,1,50
KC,Clyde Edwards-Helaire,rushing,7,0,0.0,1,4
KC,Patrick Mahomes,rushing,4,26,6.5,0,10
KC,Jerick McKinnon,rushing,7,20,2.9,0,6
KC,Isiah Pacheco,rushing,3,9,3.0,0,5
KC,Michael Burton,rushing,1,2,2.0,0,2
KC,Travis Kelce,rushing,1,1,1.0,0,1
LAC,Joshua Kelley,rushing,1,-3,-3.0,0,-3
LAC,DeAndre Carter,rushing,1,-5,-5.0,0,-5
LAC,Sony Michel,rushing,5,22,4.4,0,8
LAC,Justin Herbert,rushing,1,7,7.0,0,7
LAC,Austin Ekeler,rushing,4,5,1.3,0,3
LAR,Darrell Henderson Jr.,rushing,4,17,4.3,0,7
LAR,Cooper Kupp,rushing,1,20,20.0,1,20
LAR,Cam Akers,rushing,12,61,5.1,1,14
LAR,Matthew Stafford,rushing,3,2,0.7,0,4
LV,Davante Adams,rushing,1,-4,-4.0,0,-4
LV,Brandon Bolden,rushing,3,17,5.7,0,12
LV,Derek Carr,rushing,2,17,8.5,0,11
LV,Josh Jacobs,rushing,13,66,5.1,0,13
MIA,Jaylen Waddle,rushing,1,9,9.0,0,9
MIA,Raheem Mostert,rushing,8,11,1.4,0,9
MIA,Chase Edmonds,rushing,6,21,3.5,2,8
MIA,Tua Tagovailoa,rushing,1,0,0.0,0,0
MIA,Alec Ingold,rushing,1,0,0.0,0,0
MIN,Kirk Cousins,rushing,1,-1,-1.0,0,-1
MIN,Alexander Mattison,rushing,7,28,4.0,1,9
MIN,Dalvin Cook,rushing,17,96,5.6,1,13
NE,Mac Jones,rushing,5,31,6.2,1,15
NE,Damien Harris,rushing,11,41,3.7,1,10
NE,Rhamondre Stevenson,rushing,12,73,6.1,1,18
NO,Mark Ingram II,rushing,5,18,3.6,1,7
NO,Alvin Kamara,rushing,15,61,4.1,0,27
NO,Jameis Winston,rushing,2,5,2.5,0,5
NYG,Richie James,rushing,1,4,4.0,0,4
NYG,Saquon Barkley,rushing,14,81,5.8,1,36
NYG,Daniel Jones,rushing,9,79,8.8,0,17
NYG,Matt Breida,rushing,1,3,3.0,0,3
NYJ,Braxton Berrios,rushing,1,-2,-2.0,0,-2
NYJ,Michael Carter,rushing,11,39,3.5,0,9
NYJ,Breece Hall,rushing,8,39,4.9,0,16
PHI,Miles Sanders,rushing,15,46,3.1,0,13
PHI,Jalen Hurts,rushing,9,20,2.2,0,5
PHI,Kenny Gainwell,rushing,3,6,2.0,0,3
PHI,Zach Pascal,rushing,1,0,0.0,0,0
PHI,Boston Scott,rushing,2,0,0.0,0,1
PIT,Najee Harris,rushing,15,56,3.7,1,10
PIT,Jaylen Warren,rushing,4,30,7.5,0,10
PIT,Chase Claypool,rushing,1,11,11.0,0,11
PIT,Mitchell Trubisky,rushing,2,7,3.5,1,6
SEA,Geno Smith,rushing,2,-1,-0.5,0,2
SEA,Travis Homer,rushing,1,7,7.0,0,7
SEA,Kenneth Walker III,rushing,3,19,6.3,0,21
SEA,DeeJay Dallas,rushing,3,21,7.0,0,16
SEA,Rashaad Penny,rushing,14,66,4.7,0,14
SF,Jimmy Garoppolo,rushing,1,0,0.0,0,0
SF,Deebo Samuel,rushing,5,6,1.2,0,3
SF,Jeff Wilson Jr.,rushing,12,75,6.3,0,37
SF,Jordan Mason,rushing,1,7,7.0,0,7
TB,Tom Brady,rushing,1,-1,-1.0,0,-1
TB,Breshad Perriman,rushing,1,0,0.0,0,0
TB,Leonard Fournette,rushing,12,35,2.9,0,6
TEN,Ryan Tannehill,rushing,4,2,0.5,1,3
TEN,Treylon Burks,rushing,1,8,8.0,0,8
TEN,Dontrell Hilliard,rushing,2,14,7.0,0,10
TEN,Derrick Henry,rushing,20,85,4.3,1,24
WSH,Antonio Gibson,rushing,12,38,3.2,1,11
WSH,Carson Wentz,rushing,3,22,7.3,0,13
WSH,Curtis Samuel,rushing,3,13,4.3,0,15
WSH,Jonathan Williams,rushing,1,6,6.0,0,6
WSH,J.D. McKissic,rushing,3,8,2.7,0,6
