team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Andy Lee,punting,4,160,40.0,0,0,54
ATL,Bradley Pinion,punting,1,73,73.0,1,0,73
BAL,Jordan Stout,punting,3,133,44.3,0,1,58
BUF,Sam Martin,punting,1,31,31.0,0,1,31
CAR,Johnny Hekker,punting,6,281,46.8,0,4,59
CHI,Trenton Gill,punting,4,182,45.5,0,1,56
CIN,Kevin Huber,punting,3,142,47.3,0,1,52
CLE,Corey Bojorquez,punting,5,203,40.6,1,2,61
DAL,Bryan Anger,punting,4,178,44.5,1,2,54
DEN,Corliss Waitman,punting,10,476,47.6,0,6,57
DET,Jack Fox,punting,3,134,44.7,0,1,50
GB,Pat O'Donnell,punting,7,339,48.4,0,5,63
HOU,Cameron Johnston,punting,5,242,48.4,0,5,56
IND,Matt Haack,punting,3,154,51.3,0,2,57
JAX,Logan Cooke,punting,1,56,56.0,0,1,56
KC,Tommy Townsend,punting,3,170,56.7,0,2,65
LAC,JK Scott,punting,4,175,43.8,0,1,50
LAR,Riley Dixon,punting,3,135,45.0,0,0,51
LV,AJ Cole,punting,3,144,48.0,0,2,58
MIA,Thomas Morstead,punting,5,218,43.6,0,2,60
MIN,Ryan Wright,punting,3,156,52.0,0,1,58
NE,Jake Bailey,punting,2,100,50.0,0,0,56
NO,Blake Gillikin,punting,6,285,47.5,1,2,55
NYG,Jamie Gillan,punting,3,135,45.0,0,1,55
NYJ,Braden Mann,punting,3,146,48.7,0,1,52
PHI,Arryn Siposs,punting,6,277,46.2,2,4,53
PIT,Pressley Harvin III,punting,5,212,42.4,0,1,48
SEA,Michael Dickson,punting,2,102,51.0,0,2,51
SF,Mitch Wishnowsky,punting,7,362,51.7,2,3,74
TB,Jake Camarda,punting,6,297,49.5,0,1,62
TEN,Ryan Stonehouse,punting,3,181,60.3,1,2,70
WSH,Tress Way,punting,8,426,53.3,0,2,58
