team,player,category,FUM,LOST
ARI,Justin Jones,fumbles,0,0
ARI,Kyler Murray,fumbles,1,1
ATL,Drew Dalman,fumbles,1,1
BAL,Lamar Jackson,fumbles,1,1
BUF,Josh Allen,fumbles,1,1
BUF,Dorian Williams,fumbles,0,0
CAR,Jonathan Mingo,fumbles,1,1
CAR,Feleipe Franks,fumbles,0,0
CHI,Velus Jones Jr.,fumbles,1,1
CHI,Teven Jenkins,fumbles,0,0
CHI,T.J. Edwards,fumbles,0,0
CHI,Caleb Williams,fumbles,1,0
CHI,Rome Odunze,fumbles,1,0
CIN,Charlie Jones,fumbles,1,1
CIN,Tanner Hudson,fumbles,1,1
CIN,Joe Burrow,fumbles,1,0
CLE,Joel Bitonio,fumbles,0,0
CLE,Deshaun Watson,fumbles,1,0
DAL,Jalen Tolbert,fumbles,0,0
DAL,Dak Prescott,fumbles,1,0
DEN,Adam Trautman,fumbles,0,0
DEN,Jaleel McLaughlin,fumbles,1,1
DEN,JL Skinner,fumbles,0,0
DEN,Audric Estime,fumbles,1,0
GB,Josh Jacobs,fumbles,1,0
GB,Bo Melton,fumbles,0,0
GB,Devonte Wyatt,fumbles,0,0
JAX,Parker Washington,fumbles,1,0
JAX,Travis Etienne Jr.,fumbles,1,1
KC,Felix Anudike-Uzomah,fumbles,0,0
LAC,Ja'Sir Taylor,fumbles,0,0
LAC,Khalil Mack,fumbles,0,0
LV,Zamir White,fumbles,1,1
LV,Gardner Minshew II,fumbles,1,1
MIA,Kader Kohou,fumbles,0,0
MIN,C.J. Ham,fumbles,1,1
NE,Rhamondre Stevenson,fumbles,1,0
NE,Jaylinn Hawkins,fumbles,0,0
NE,Marcus Jones,fumbles,0,0
NO,Tyrann Mathieu,fumbles,0,0
NO,Cedrick Wilson Jr.,fumbles,1,1
NYG,Dane Belton,fumbles,0,0
NYG,Darius Slayton,fumbles,1,0
NYG,Bobby Okereke,fumbles,0,0
NYJ,Breece Hall,fumbles,1,1
PHI,Jalen Hurts,fumbles,2,1
PHI,Saquon Barkley,fumbles,0,0
PIT,T.J. Watt,fumbles,0,0
PIT,Justin Fields,fumbles,1,0
SEA,Dee Williams,fumbles,1,1
SEA,Jerome Baker,fumbles,0,0
SF,Maliek Collins,fumbles,0,0
TEN,Will Levis,fumbles,1,1
TEN,Julius Chestnut,fumbles,0,0
WSH,Jayden Daniels,fumbles,3,0
WSH,Tyler Biadasz,fumbles,0,0
