team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,100.0,31,8,2,2,2,2
ATL,Younghoe Koo,kicking,100.0,24,4,1,1,1,1
BAL,Justin Tucker,kicking,67.0,32,8,2,3,2,2
BUF,Tyler Bass,kicking,100.0,39,10,2,2,4,4
CAR,Eddy Pineiro,kicking,100.0,43,4,1,1,1,1
CHI,Cairo Santos,kicking,100.0,50,10,3,3,1,1
CIN,Evan McPherson,kicking,100.0,51,4,1,1,1,1
CLE,Dustin Hopkins,kicking,100.0,51,5,1,1,2,2
DAL,Brandon Aubrey,kicking,100.0,57,15,4,4,3,3
DEN,Wil Lutz,kicking,100.0,45,10,3,3,1,1
DET,Jake Bates,kicking,100.0,32,8,2,2,2,2
GB,Brayden Narveson,kicking,75.0,31,11,3,4,2,2
HOU,Ka'imi Fairbairn,kicking,100.0,51,11,3,3,2,2
IND,Spencer Shrader,kicking,0.0,0,3,0,0,3,3
JAX,Cam Little,kicking,100.0,53,5,1,1,2,2
KC,Harrison Butker,kicking,100.0,32,9,2,2,3,3
LAC,Cameron Dicker,kicking,100.0,53,10,3,3,1,1
LAR,Joshua Karty,kicking,100.0,41,8,2,2,2,2
LV,Daniel Carlson,kicking,50.0,32,4,1,2,1,1
MIA,Jason Sanders,kicking,67.0,52,8,2,3,2,2
MIN,Will Reichard,kicking,0.0,0,4,0,0,4,4
NE,Joey Slye,kicking,100.0,37,10,3,3,1,1
NO,Blake Grupe,kicking,100.0,57,17,4,4,5,5
NYG,Graham Gano,kicking,100.0,50,6,2,2,0,0
NYJ,Greg Zuerlein,kicking,0.0,0,1,0,0,1,1
PHI,Jake Elliott,kicking,100.0,38,10,2,2,4,4
PIT,Chris Boswell,kicking,100.0,57,18,6,6,0,0
SEA,Jason Myers,kicking,100.0,50,8,2,2,2,2
SF,Jake Moody,kicking,100.0,53,20,6,6,2,2
TB,Chase McLaughlin,kicking,100.0,56,13,3,3,4,4
TEN,Nick Folk,kicking,100.0,40,5,1,1,2,2
WSH,Cade York,kicking,0.0,0,2,0,2,2,2
