team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Prater,kicking,50.0,44,4,1,2,1,1
ATL,Younghoe Koo,kicking,100.0,51,10,3,3,1,1
BAL,Justin Tucker,kicking,100.0,32,8,1,1,5,5
BUF,Tyler Bass,kicking,50.0,36,5,1,2,2,2
CHI,Cairo Santos,kicking,100.0,54,6,1,1,3,4
CLE,Dustin Hopkins,kicking,100.0,58,15,4,4,3,3
DEN,Wil Lutz,kicking,100.0,52,13,4,4,1,1
GB,Anders Carlson,kicking,50.0,29,5,1,2,2,2
IND,Matt Gay,kicking,50.0,27,8,1,2,5,5
JAX,Brandon McManus,kicking,100.0,43,7,1,1,4,4
KC,Harrison Butker,kicking,100.0,35,7,1,1,4,4
LAC,Cameron Dicker,kicking,100.0,55,5,1,1,2,2
LAR,Brett Maher,kicking,33.0,41,3,1,3,0,1
LV,Daniel Carlson,kicking,67.0,40,6,2,3,0,0
MIA,Jason Sanders,kicking,100.0,40,5,1,1,2,2
MIN,Greg Joseph,kicking,75.0,54,10,3,4,1,2
NE,Chad Ryland,kicking,100.0,49,11,3,3,2,2
NO,Blake Grupe,kicking,75.0,42,10,3,4,1,1
NYG,Graham Gano,kicking,0.0,0,2,0,1,2,2
PHI,Jake Elliott,kicking,100.0,24,7,1,1,4,4
PIT,Chris Boswell,kicking,100.0,53,6,1,1,3,3
SEA,Jason Myers,kicking,100.0,48,8,2,2,2,2
SF,Jake Moody,kicking,50.0,55,5,1,2,2,2
TB,Chase McLaughlin,kicking,100.0,36,7,2,2,1,1
WSH,Joey Slye,kicking,0.0,0,1,0,1,1,1
