team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
NE,Drake Maye,passing,2276,5.87,15,10,34,225,338
NE,Jacoby Brissett,passing,826,4.34,2,1,18,95,161
NE,Joe Milton III,passing,241,8.3,1,0,0,22,29
NE,Kendrick Bourne,passing,0,0.0,0,0,0,0,1
