team,player,category,REC,YDS,AVG,TD,LONG,TGTS
NE,Antonio Gibson,receiving,23,206,8.12,0,50,29
NE,Austin Hooper,receiving,45,476,10.35,3,38,59
NE,DeMario Douglas,receiving,66,621,8.72,3,36,87
NE,Hunter Henry,receiving,66,674,9.46,2,35,97
NE,Ja'Lynn Polk,receiving,12,87,4.19,2,21,33
NE,JaMycal Hasty,receiving,10,59,3.38,1,16,12
NE,Jaheim Bell,receiving,2,20,6.67,0,19,3
NE,Javon Baker,receiving,1,12,3.0,0,12,4
NE,K.J. Osborn,receiving,7,57,5.0,1,22,18
NE,Kayshon Boutte,receiving,43,589,13.27,3,48,68
NE,Kendrick Bourne,receiving,28,305,9.35,1,37,38
NE,Marcus Jones,receiving,1,18,18.0,0,18,1
NE,Rhamondre Stevenson,receiving,33,168,5.14,1,16,41
NE,Terrell Jennings,receiving,0,0,0.0,0,0,1
NE,Tyquan Thornton,receiving,4,47,5.88,0,17,8
NE,Vederian Lowe,receiving,1,4,4.0,1,4,1
