team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,250,6.0,1,1,1,28,42
ATL,Marcus Mariota,passing,147,5.9,1,0,5,14,25
BAL,Lamar Jackson,passing,174,5.4,1,1,1,19,32
BUF,Josh Allen,passing,424,13.7,4,1,0,20,31
BUF,Case Keenum,passing,8,1.6,0,0,0,2,5
CAR,Baker Mayfield,passing,215,6.0,0,1,4,20,36
CAR,PJ Walker,passing,60,10.0,0,0,2,5,6
CHI,Justin Fields,passing,208,9.9,1,0,2,15,21
CIN,Tyler Boyd,passing,0,0.0,0,0,1,0,0
CIN,Joe Burrow,passing,217,6.2,1,1,2,24,35
CLE,Jacoby Brissett,passing,230,6.8,1,1,0,21,34
DAL,Cooper Rush,passing,102,6.4,0,0,3,10,16
DEN,Russell Wilson,passing,274,7.0,0,2,4,21,39
DET,Jared Goff,passing,229,6.5,0,1,2,19,35
GB,Aaron Rodgers,passing,222,5.7,2,0,2,25,39
HOU,Davis Mills,passing,140,5.8,0,0,1,16,24
IND,Matt Ryan,passing,251,6.1,0,2,6,26,41
JAX,Trevor Lawrence,passing,286,6.1,0,2,0,25,47
KC,Patrick Mahomes,passing,292,6.8,4,0,3,29,43
LAC,Justin Herbert,passing,228,6.7,1,0,1,22,34
LAR,Cooper Kupp,passing,0,0.0,0,0,0,0,1
LAR,Riley Dixon,passing,12,12.0,0,0,0,1,1
LAR,Matthew Stafford,passing,308,7.3,1,1,5,28,42
LV,Derek Carr,passing,241,8.0,2,0,2,19,30
MIA,Skylar Thompson,passing,166,5.0,0,1,2,19,33
MIA,Teddy Bridgewater,passing,0,0.0,0,0,0,0,1
MIN,Kirk Cousins,passing,296,7.2,1,1,1,32,41
MIN,Justin Jefferson,passing,23,23.0,0,0,0,1,1
NE,Bailey Zappe,passing,188,9.0,1,1,0,17,21
NO,Andy Dalton,passing,187,7.8,1,1,1,16,24
NO,Taysom Hill,passing,22,22.0,1,0,0,1,1
NYG,Daniel Jones,passing,217,8.0,0,0,1,21,27
NYJ,Zach Wilson,passing,210,10.0,0,0,2,14,21
PHI,Jalen Hurts,passing,239,6.6,0,0,2,26,36
PIT,Kenny Pickett,passing,327,6.3,0,1,3,34,52
SEA,Geno Smith,passing,268,10.7,3,0,3,16,25
SF,Jimmy Garoppolo,passing,253,8.4,2,0,2,18,30
TB,Tom Brady,passing,351,6.8,1,0,0,35,52
TEN,Ryan Tannehill,passing,181,7.2,1,0,5,15,25
WSH,Carson Wentz,passing,359,9.4,2,1,3,25,38
