team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Rondale Moore,rushing,2,-7,-3.5,0,-2
ARI,James Conner,rushing,9,55,6.1,0,17
ARI,Kyler Murray,rushing,4,42,10.5,0,15
ARI,Eno Benjamin,rushing,8,25,3.1,1,11
ARI,Darrel Williams,rushing,3,9,3.0,0,7
ATL,Tyler Allgeier,rushing,13,45,3.5,0,17
ATL,Caleb Huntley,rushing,8,34,4.3,0,22
ATL,Avery Williams,rushing,3,11,3.7,1,8
ATL,Marcus Mariota,rushing,7,61,8.7,0,23
BAL,J.K. Dobbins,rushing,8,44,5.5,0,17
BAL,Lamar Jackson,rushing,12,58,4.8,0,19
BAL,Mike Davis,rushing,1,3,3.0,0,3
BAL,Devin Duvernay,rushing,3,24,8.0,0,12
BAL,Kenyan Drake,rushing,4,26,6.5,0,14
BUF,Devin Singletary,rushing,6,42,7.0,0,23
BUF,James Cook III,rushing,4,31,7.8,1,24
BUF,Zack Moss,rushing,1,7,7.0,0,7
BUF,Case Keenum,rushing,2,-2,-1.0,0,-1
BUF,Josh Allen,rushing,5,42,8.4,0,21
CAR,D'Onta Foreman,rushing,2,2,1.0,0,5
CAR,DJ Moore,rushing,1,8,8.0,0,8
CAR,Christian McCaffrey,rushing,14,54,3.9,1,19
CHI,David Montgomery,rushing,12,20,1.7,1,9
CHI,Khalil Herbert,rushing,4,11,2.8,0,7
CHI,Justin Fields,rushing,8,47,5.9,0,12
CIN,Ja'Marr Chase,rushing,1,0,0.0,0,0
CIN,Joe Burrow,rushing,3,6,2.0,1,3
CIN,Samaje Perine,rushing,3,17,5.7,0,9
CIN,Joe Mixon,rushing,14,78,5.6,0,12
CLE,Jacoby Brissett,rushing,3,32,10.7,0,20
CLE,Kareem Hunt,rushing,11,47,4.3,1,17
CLE,Nick Chubb,rushing,17,134,7.9,2,41
DAL,Tony Pollard,rushing,8,86,10.8,1,57
DAL,Ezekiel Elliott,rushing,22,78,3.5,0,12
