team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Matt Ammendola,kicking,50.0,20,5,1,2,2,2
ATL,Younghoe Koo,kicking,0.0,0,1,0,1,1,1
BAL,Justin Tucker,kicking,100.0,58,13,4,4,1,1
BUF,Tyler Bass,kicking,50.0,35,8,1,2,5,5
CAR,Eddy Pineiro,kicking,75.0,43,9,3,4,0,0
CHI,Cairo Santos,kicking,100.0,51,10,3,3,1,1
CIN,Evan McPherson,kicking,100.0,40,5,1,1,2,2
CLE,Cade York,kicking,0.0,0,4,0,2,4,4
DAL,Brett Maher,kicking,100.0,40,10,3,3,1,1
DEN,Brandon McManus,kicking,75.0,45,9,3,4,0,0
GB,Mason Crosby,kicking,100.0,48,8,2,2,2,2
HOU,Ka'imi Fairbairn,kicking,100.0,51,7,2,2,1,1
IND,Chase McLaughlin,kicking,100.0,52,12,4,4,0,0
JAX,Riley Patterson,kicking,100.0,45,6,2,2,0,0
KC,Matthew Wright,kicking,50.0,59,6,1,2,3,3
LAC,Taylor Bertolet,kicking,100.0,28,12,3,3,3,3
LAR,Matt Gay,kicking,50.0,29,4,1,2,1,1
LV,Daniel Carlson,kicking,100.0,53,11,3,3,2,2
MIA,Jason Sanders,kicking,50.0,46,5,1,2,2,2
MIN,Greg Joseph,kicking,0.0,0,3,0,2,3,3
NE,Nick Folk,kicking,100.0,44,17,5,5,2,2
NO,Wil Lutz,kicking,100.0,56,7,1,1,4,4
NYG,Graham Gano,kicking,100.0,48,9,2,2,3,3
NYJ,Greg Zuerlein,kicking,100.0,34,8,1,1,5,5
PHI,Cameron Dicker,kicking,100.0,42,8,2,2,2,2
PIT,Chris Boswell,kicking,33.0,29,3,1,3,0,0
SEA,Jason Myers,kicking,100.0,56,8,2,2,2,3
SF,Robbie Gould,kicking,50.0,49,6,1,2,3,3
SF,Mitch Wishnowsky,kicking,0.0,0,1,0,0,1,2
TB,Ryan Succop,kicking,100.0,44,7,2,2,1,1
TEN,Randy Bullock,kicking,0.0,0,3,0,0,3,3
WSH,Joey Slye,kicking,100.0,50,5,1,1,2,2
