week,opponent,result
1,JAX,LOSS
2,HOU,WIN
3,BAL,WIN
4,LAR,LOSS
5,TEN,WIN
6,JAX,LOSS
7,CLE,LOSS
8,NO,LOSS
9,CAR,WIN
10,NE,WIN
11,BYE,BYE
12,TB,WIN
13,TEN,WIN
14,CIN,LOSS
15,PIT,WIN
16,ATL,LOSS
17,LV,WIN
18,HOU,LOSS
