week,opponent,result
1,LV,WIN
2,CAR,WIN
3,PIT,LOSS
4,KC,LOSS
6,DEN,WIN
7,ARI,LOSS
8,NO,WIN
9,CLE,WIN
10,TEN,WIN
11,CIN,WIN
12,BAL,LOSS
13,ATL,WIN
14,KC,LOSS
15,TB,LOSS
16,DEN,WIN
17,NE,WIN
18,LV,WIN
