week,opponent,result
1,BUF,WIN
2,DAL,LOSS
3,NE,LOSS
4,KC,LOSS
5,DEN,WIN
6,PHI,WIN
7,BYE,BYE
8,NYG,WIN
9,LAC,LOSS
10,LV,LOSS
11,BUF,LOSS
12,MIA,LOSS
13,ATL,LOSS
14,HOU,WIN
15,MIA,LOSS
16,WSH,WIN
17,CLE,LOSS
18,NE,WIN
