team,player,category,INT,YDS,TD
CIN,B.J. Hill,interceptions,2,0,0
CIN,Cam Taylor-Britt,interceptions,4,65,1
CIN,Dax Hill,interceptions,2,20,0
CIN,Germaine Pratt,interceptions,2,9,0
CIN,Jordan Battle,interceptions,1,0,0
CIN,Logan Wilson,interceptions,4,42,0
CIN,Mike Hilton,interceptions,2,16,0
