team,player,category,FUM,LOST
CIN,B.J. Hill,fumbles,0,0
CIN,Chase Brown,fumbles,1,0
CIN,Chidobe Awuzie,fumbles,0,0
CIN,DJ Ivey,fumbles,0,0
CIN,DJ Reader,fumbles,0,0
CIN,DJ Turner II,fumbles,0,0
CIN,Irv Smith Jr.,fumbles,1,1
CIN,Ja'Marr Chase,fumbles,1,0
CIN,Jake Browning,fumbles,3,0
CIN,Jalen Davis,fumbles,0,0
CIN,Joe Burrow,fumbles,2,1
CIN,Jonah Williams,fumbles,0,0
CIN,Mike Hilton,fumbles,0,0
CIN,Nick Scott,fumbles,0,0
CIN,Orlando Brown Jr.,fumbles,0,0
CIN,Sam Hubbard,fumbles,0,0
CIN,Ted Karras,fumbles,0,0
CIN,Trenton Irwin,fumbles,2,0
