team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
LV,Davante Adams,passing,0,0.0,0,0,1,0,0
LV,Derek Carr,passing,3522,7.0,24,14,27,305,502
LV,Jarrett Stidham,passing,656,7.43,4,3,7,53,83
LV,Mack Hollins,passing,4,4.0,0,0,0,1,1
