team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LV,Ameer Abdullah,receiving,25,211,7.96,1,23,32
LV,Brandon Bolden,receiving,9,57,5.04,1,18,9
LV,DJ Turner,receiving,0,0,0.0,0,0,1
LV,Darren Waller,receiving,28,388,14.42,3,34,43
LV,Davante Adams,receiving,100,1516,14.75,14,60,180
LV,Foster Moreau,receiving,33,420,14.16,2,33,54
LV,Hunter Renfrow,receiving,36,330,9.45,2,27,50
LV,Jakob Johnson,receiving,5,10,1.67,0,5,6
LV,Jesper Horsted,receiving,3,19,3.15,0,9,4
LV,Josh Jacobs,receiving,53,400,7.79,0,43,64
LV,Keelan Cole Sr.,receiving,10,141,10.56,1,30,21
LV,Mack Hollins,receiving,57,690,11.11,4,60,94
