week,opponent,result
1,PHI,LOSS
2,WSH,WIN
3,MIN,LOSS
4,SEA,LOSS
5,NE,LOSS
6,BYE,BYE
7,DAL,LOSS
8,MIA,LOSS
9,GB,WIN
10,CHI,WIN
11,NYG,WIN
12,BUF,LOSS
13,JAX,WIN
14,MIN,WIN
15,NYJ,WIN
16,CAR,LOSS
17,CHI,WIN
18,GB,WIN
