team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ARI,Chad Ryland,kicking,100.0,47,9,2,2,3,3
ATL,Parker Romo,kicking,100.0,54,16,5,5,1,1
BAL,Tyler Loop,kicking,100.0,43,11,2,2,5,5
BUF,Matt Prater,kicking,100.0,52,12,3,3,3,3
CAR,Ryan Fitzgerald,kicking,100.0,27,4,1,1,1,1
CHI,Cairo Santos,kicking,0.0,0,3,0,0,3,3
CIN,Evan McPherson,kicking,100.0,31,7,1,1,4,4
CLE,Andre Szmyt,kicking,100.0,38,5,1,1,2,2
DAL,Brandon Aubrey,kicking,100.0,64,16,4,4,4,4
DEN,Wil Lutz,kicking,0.0,0,4,0,1,4,4
DET,Jake Bates,kicking,50.0,34,10,1,2,7,7
GB,Brandon McManus,kicking,66.7,56,9,2,3,3,3
HOU,Ka'imi Fairbairn,kicking,100.0,53,7,2,2,1,1
IND,Spencer Shrader,kicking,100.0,45,17,5,5,2,2
JAX,Cam Little,kicking,100.0,42,9,2,2,3,3
KC,Harrison Butker,kicking,50.0,56,5,1,2,2,2
LAC,Cameron Dicker,kicking,100.0,38,8,2,2,2,2
LAR,Joshua Karty,kicking,100.0,21,9,2,2,3,4
LV,Daniel Carlson,kicking,100.0,54,9,3,3,0,0
MIA,Riley Patterson,kicking,100.0,44,9,2,2,3,3
MIN,Will Reichard,kicking,100.0,51,6,2,2,0,0
NE,Andy Borregales,kicking,100.0,53,7,2,2,1,3
NO,Blake Grupe,kicking,0.0,0,3,0,1,3,3
NYG,Graham Gano,kicking,100.0,38,13,3,3,4,4
NYJ,Nick Folk,kicking,100.0,51,4,1,1,1,1
PHI,Jake Elliott,kicking,100.0,58,8,2,2,2,2
PIT,Chris Boswell,kicking,100.0,48,9,3,3,0,0
SEA,Jason Myers,kicking,50.0,54,6,1,2,4,4
SF,Eddy Pineiro,kicking,100.0,46,8,2,2,2,3
TB,Chase McLaughlin,kicking,0.0,0,2,0,1,2,2
TEN,Joey Slye,kicking,100.0,57,13,4,4,1,1
WSH,Matt Gay,kicking,33.3,51,4,1,3,1,1
