team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIN,Aaron Jones Sr.,receiving,28,199,5.97,1,27,41
MIN,Adam Thielen,receiving,8,69,4.72,0,19,18
MIN,Ben Sims,receiving,3,30,10.0,0,18,6
MIN,Ben Yurosek,receiving,2,14,7.0,0,9,3
MIN,C.J. Ham,receiving,2,11,5.5,0,6,2
MIN,Cam Akers,receiving,0,0,0.0,0,0,1
MIN,Jalen Nailor,receiving,29,444,10.52,4,62,53
MIN,Jordan Addison,receiving,42,610,13.0,3,81,79
MIN,Jordan Mason,receiving,14,51,3.81,0,13,16
MIN,Josh Oliver,receiving,15,160,8.88,4,32,19
MIN,Justin Jefferson,receiving,84,1048,11.98,2,50,141
MIN,T.J. Hockenson,receiving,51,438,8.31,3,29,66
MIN,Tai Felton,receiving,3,25,8.33,0,10,3
MIN,Ty Chandler,receiving,3,11,3.7,0,11,4
MIN,Zavier Scott,receiving,14,98,7.28,1,20,16
