team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAC,Alex Erickson,receiving,16,232,14.75,1,27,29
LAC,Austin Ekeler,receiving,51,436,7.56,1,39,74
LAC,Derius Davis,receiving,15,66,4.38,0,18,17
LAC,Donald Parham Jr.,receiving,27,285,7.88,4,24,41
LAC,Elijah Dotson,receiving,2,13,6.5,0,7,2
LAC,Gerald Everett,receiving,51,411,7.62,3,31,70
LAC,Isaiah Spiller,receiving,6,34,5.38,0,10,6
LAC,Jalen Guyton,receiving,10,89,6.97,1,18,21
LAC,Joshua Kelley,receiving,8,32,3.06,0,6,12
LAC,Joshua Palmer,receiving,38,581,14.51,2,79,61
LAC,Justin Herbert,receiving,1,10,10.0,0,10,1
LAC,Keelan Doss,receiving,6,33,6.5,0,9,13
LAC,Keenan Allen,receiving,108,1243,11.64,7,42,150
LAC,Mike Williams,receiving,19,249,13.0,1,49,26
LAC,Nick Vannett,receiving,1,3,3.0,0,3,1
LAC,Quentin Johnston,receiving,38,431,10.73,2,57,67
LAC,Simi Fehoko,receiving,1,9,9.0,1,9,2
LAC,Stone Smartt,receiving,11,155,10.54,1,51,21
