team,player,category,INT,YDS,TD
LAC,Alohi Gilman,interceptions,2,0,0
LAC,Asante Samuel Jr.,interceptions,2,8,0
LAC,Derwin James Jr.,interceptions,1,6,0
LAC,J.C. Jackson,interceptions,1,9,0
LAC,Ja'Sir Taylor,interceptions,1,8,0
LAC,Kenneth Murray Jr.,interceptions,1,0,0
LAC,Michael Davis,interceptions,1,0,0
