week,opponent,result
1,GB,LOSS
2,TB,LOSS
3,KC,LOSS
4,DEN,LOSS
5,WSH,WIN
6,MIN,LOSS
7,LV,WIN
8,LAC,LOSS
9,NO,LOSS
10,CAR,WIN
11,DET,LOSS
12,MIN,WIN
13,BYE,BYE
14,DET,WIN
15,CLE,LOSS
16,ARI,WIN
17,ATL,WIN
18,GB,LOSS
