week,opponent,result
1,KC,LOSS
2,LV,WIN
3,LAR,LOSS
4,CAR,WIN
5,PHI,LOSS
6,SEA,LOSS
7,NO,WIN
8,MIN,LOSS
9,SEA,LOSS
10,LAR,WIN
11,SF,LOSS
12,LAC,LOSS
13,BYE,BYE
14,NE,LOSS
15,DEN,LOSS
16,TB,LOSS
17,ATL,LOSS
18,SF,LOSS
