team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
JAX,C.J. Beathard,passing,35,2.8,0,1,1,7,11
JAX,Christian Kirk,passing,0,0.0,0,0,0,0,1
JAX,Trevor Lawrence,passing,4113,7.05,25,8,27,387,584
