team,player,category,REC,YDS,AVG,TD,LONG,TGTS
ARI,Hollywood Brown,receiving,4,19,4.8,0,9,8
ARI,Robbie Chosen,receiving,0,0,0.0,0,0,2
ARI,A.J. Green,receiving,0,0,0.0,0,0,2
ARI,Maxx Williams,receiving,2,11,5.5,0,6,2
ARI,James Conner,receiving,3,28,9.3,0,16,5
ARI,DeAndre Hopkins,receiving,7,60,8.6,0,18,11
ARI,Trey McBride,receiving,4,55,13.8,0,29,5
ATL,Cordarrelle Patterson,receiving,1,0,0.0,0,0,3
ATL,Damiere Byrd,receiving,0,0,0.0,0,0,1
ATL,Anthony Firkser,receiving,0,0,0.0,0,0,2
ATL,Olamide Zaccheaus,receiving,0,0,0.0,0,0,3
ATL,MyCole Pruitt,receiving,2,20,10.0,0,14,3
ATL,Drake London,receiving,7,70,10.0,0,12,11
ATL,Tyler Allgeier,receiving,1,-3,-3.0,0,-3,1
ATL,Avery Williams,receiving,2,10,5.0,0,5,2
BAL,Demarcus Robinson,receiving,6,29,4.8,0,14,6
BAL,Josh Oliver,receiving,2,13,6.5,0,8,2
BAL,Isaiah Likely,receiving,2,18,9.0,0,9,3
BAL,Justice Hill,receiving,1,15,15.0,0,15,1
BAL,J.K. Dobbins,receiving,1,3,3.0,0,3,1
BAL,Devin Duvernay,receiving,2,29,14.5,0,19,3
BAL,James Proche II,receiving,0,0,0.0,0,0,2
BAL,Mark Andrews,receiving,3,31,10.3,0,19,7
BAL,DeSean Jackson,receiving,0,0,0.0,0,0,3
BUF,Isaiah McKenzie,receiving,2,24,12.0,0,19,5
BUF,Devin Singletary,receiving,3,28,9.3,0,13,4
BUF,Gabe Davis,receiving,4,56,14.0,0,21,6
BUF,Stefon Diggs,receiving,5,60,12.0,0,20,9
BUF,Dawson Knox,receiving,6,98,16.3,1,45,8
BUF,James Cook III,receiving,2,5,2.5,1,4,3
BUF,Cole Beasley,receiving,1,9,9.0,0,9,1
BUF,Nyheim Hines,receiving,1,10,10.0,1,10,1
BUF,Quintin Morris,receiving,1,14,14.0,1,14,1
CAR,DJ Moore,receiving,5,73,14.6,1,26,6
CAR,Terrace Marshall Jr.,receiving,3,51,17.0,0,40,3
CAR,Shi Smith,receiving,1,24,24.0,0,24,3
CAR,Chuba Hubbard,receiving,3,57,19.0,0,45,3
CAR,Tommy Tremble,receiving,2,20,10.0,0,17,3
CAR,Laviska Shenault Jr.,receiving,0,0,0.0,0,0,1
CHI,Cole Kmet,receiving,4,25,6.3,0,7,5
CHI,Equanimeous St. Brown,receiving,1,20,20.0,0,20,1
CHI,Nsimba Webster,receiving,2,14,7.0,0,8,3
CHI,Dante Pettis,receiving,1,13,13.0,0,13,4
CHI,Velus Jones Jr.,receiving,1,3,3.0,0,3,2
CHI,Trestan Ebner,receiving,0,0,0.0,0,0,1
CHI,Byron Pringle,receiving,2,39,19.5,1,35,2
CHI,David Montgomery,receiving,3,38,12.7,1,21,3
CIN,Tyler Boyd,receiving,5,35,7.0,1,13,5
CIN,Mitchell Wilcox,receiving,3,34,11.3,1,19,3
CIN,Tee Higgins,receiving,5,33,6.6,1,12,8
CIN,Joe Mixon,receiving,5,33,6.6,0,11,6
CIN,Trenton Irwin,receiving,1,5,5.0,0,5,2
CIN,Samaje Perine,receiving,1,0,0.0,0,0,1
CIN,Ja'Marr Chase,receiving,7,60,8.6,1,15,13
CLE,Harrison Bryant,receiving,2,7,3.5,0,5,2
CLE,Amari Cooper,receiving,4,58,14.5,0,28,6
CLE,Nick Chubb,receiving,0,0,0.0,0,0,2
CLE,Kareem Hunt,receiving,1,3,3.0,0,3,1
