team,player,category,FUM,LOST
ARI,Myjai Sanders,fumbles,0,0
ATL,Drake London,fumbles,1,1
ATL,Lorenzo Carter,fumbles,0,0
BAL,Tyler Huntley,fumbles,1,0
BAL,Demarcus Robinson,fumbles,2,1
BAL,Devin Duvernay,fumbles,1,0
BUF,Spencer Brown,fumbles,0,0
BUF,Josh Allen,fumbles,2,1
CAR,Stephen Sullivan,fumbles,0,0
CAR,D'Onta Foreman,fumbles,1,0
CHI,Velus Jones Jr.,fumbles,1,1
CHI,Justin Fields,fumbles,2,0
CHI,Trestan Ebner,fumbles,0,0
CHI,Kyler Gordon,fumbles,0,0
CHI,Alex Leatherwood,fumbles,0,0
CHI,Nsimba Webster,fumbles,1,0
CIN,Joe Burrow,fumbles,1,0
CIN,DJ Reader,fumbles,0,0
CIN,Joseph Ossai,fumbles,0,0
CLE,John Johnson III,fumbles,0,0
DAL,Donovan Wilson,fumbles,0,0
DAL,Micah Parsons,fumbles,0,0
DEN,Brett Rypien,fumbles,2,1
DEN,Montrell Washington,fumbles,1,0
GB,Rasul Douglas,fumbles,1,0
GB,Aaron Jones Sr.,fumbles,1,1
GB,Adrian Amos,fumbles,0,0
HOU,Davis Mills,fumbles,1,1
HOU,Desmond King II,fumbles,0,0
HOU,Jake Hansen,fumbles,0,0
IND,Dallis Flowers,fumbles,1,0
IND,Matt Ryan,fumbles,1,0
IND,Alec Pierce,fumbles,0,0
IND,Deon Jackson,fumbles,1,1
IND,Isaiah Rodgers,fumbles,0,0
JAX,Travis Etienne Jr.,fumbles,1,1
JAX,Trevor Lawrence,fumbles,1,1
KC,JuJu Smith-Schuster,fumbles,1,1
KC,Isiah Pacheco,fumbles,1,1
KC,Patrick Mahomes,fumbles,1,0
KC,Willie Gay Jr.,fumbles,0,0
LAR,Jalen Ramsey,fumbles,0,0
LAR,Rob Havenstein,fumbles,0,0
LAR,Baker Mayfield,fumbles,1,0
LV,Josh Jacobs,fumbles,1,0
LV,Jordan Meredith,fumbles,0,0
LV,Chandler Jones,fumbles,0,0
LV,Derek Carr,fumbles,1,0
MIA,Tua Tagovailoa,fumbles,1,0
MIA,Durham Smythe,fumbles,0,0
MIA,Christian Wilkins,fumbles,0,0
MIN,Dalvin Cook,fumbles,1,1
MIN,Chandon Sullivan,fumbles,0,0
NE,Jakobi Meyers,fumbles,1,1
NO,Bradley Roby,fumbles,0,0
NO,Taysom Hill,fumbles,1,0
NO,David Johnson,fumbles,1,1
NYG,Kayvon Thibodeaux,fumbles,0,0
NYG,Leonard Williams,fumbles,0,0
NYG,Darius Slayton,fumbles,1,0
PHI,Miles Sanders,fumbles,1,1
PHI,Haason Reddick,fumbles,0,0
SEA,Geno Smith,fumbles,1,0
SEA,Abraham Lucas,fumbles,0,0
SEA,Travis Homer,fumbles,1,1
SF,Charvarius Ward,fumbles,0,0
TB,Giovani Bernard,fumbles,1,0
TB,Tom Brady,fumbles,2,2
TEN,Ben Jones,fumbles,0,0
TEN,Mason Kinsey,fumbles,1,0
TEN,Derrick Henry,fumbles,1,0
WSH,Taylor Heinicke,fumbles,2,2
WSH,Brian Robinson Jr.,fumbles,1,0
WSH,Antonio Gibson,fumbles,1,0
