team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,191,6.6,2,1,1,18,29
ATL,Marcus Mariota,passing,174,7.0,1,1,1,15,25
BAL,Lamar Jackson,passing,254,7.9,1,0,1,16,32
BUF,Josh Allen,passing,253,6.0,2,1,3,24,42
CAR,Sam Darnold,passing,164,8.6,1,0,0,11,19
CHI,Trevor Siemian,passing,179,7.2,1,1,2,14,25
CIN,Joe Burrow,passing,270,7.3,1,0,1,22,37
CLE,Jacoby Brissett,passing,210,5.7,1,1,4,23,37
DAL,Dak Prescott,passing,261,8.7,2,2,0,21,30
DEN,Russell Wilson,passing,142,4.1,1,0,3,19,35
DET,Jared Goff,passing,240,6.5,2,0,2,23,37
GB,Jordan Love,passing,113,12.6,1,0,0,6,9
GB,Aaron Rodgers,passing,140,8.8,2,2,3,11,16
HOU,Kyle Allen,passing,215,5.5,1,2,5,26,39
IND,Matt Ryan,passing,199,5.9,1,1,3,22,34
JAX,Trevor Lawrence,passing,321,8.7,3,0,4,29,37
KC,Patrick Mahomes,passing,320,7.6,1,1,0,27,42
LAC,Justin Herbert,passing,274,5.8,3,0,4,35,47
LAR,Riley Dixon,passing,6,6.0,0,0,0,1,1
LAR,Bryce Perkins,passing,100,4.3,1,2,3,13,23
LV,Derek Carr,passing,295,8.2,3,2,1,25,36
MIA,Tua Tagovailoa,passing,299,8.3,1,0,4,22,36
MIA,Skylar Thompson,passing,6,1.2,0,0,1,1,5
MIN,Justin Jefferson,passing,11,11.0,0,0,0,1,1
MIN,Kirk Cousins,passing,299,8.1,3,1,1,30,37
NE,Mac Jones,passing,382,9.8,2,0,3,28,39
NO,Andy Dalton,passing,204,7.0,0,0,1,18,29
NO,Taysom Hill,passing,0,0.0,0,0,0,0,1
NYG,Daniel Jones,passing,228,6.5,1,0,3,21,35
NYJ,Braden Mann,passing,0,0.0,0,0,0,0,1
NYJ,Mike White,passing,315,11.3,3,0,1,22,28
PHI,Jalen Hurts,passing,153,5.5,2,0,2,16,28
PIT,Kenny Pickett,passing,174,6.2,0,0,3,20,28
SEA,Geno Smith,passing,328,8.9,2,1,3,27,37
SF,Jimmy Garoppolo,passing,222,6.0,1,0,1,26,37
TB,Tom Brady,passing,246,5.7,2,0,3,29,43
TEN,Ryan Tannehill,passing,291,8.6,0,0,1,22,34
WSH,Taylor Heinicke,passing,138,6.0,2,1,0,14,23
