team,player,category,INT,YDS,TD
DET,AJ Parker,interceptions,1,0,0
DET,Alex Anzalone,interceptions,1,0,0
DET,Amani Oruwariye,interceptions,6,73,0
DET,C.J. Moore,interceptions,1,21,0
DET,Julian Okwara,interceptions,1,9,0
DET,Tracy Walker III,interceptions,1,5,0
