team,player,category,CAR,YDS,AVG,TD,LONG
DET,Amon-Ra St. Brown,rushing,7,61,8.0,1,26
DET,C.J. Moore,rushing,1,28,28.0,0,28
DET,Craig Reynolds,rushing,55,230,3.22,0,35
DET,D'Andre Swift,rushing,151,617,3.98,5,57
DET,David Blough,rushing,1,6,6.0,0,6
DET,Godwin Igwebuike,rushing,18,118,8.68,1,42
DET,Jamaal Williams,rushing,153,601,3.79,3,20
DET,Jared Goff,rushing,17,87,4.05,0,26
DET,Jason Cabinda,rushing,3,23,6.25,0,21
DET,Jermar Jefferson,rushing,15,74,5.52,2,28
DET,Kalif Raymond,rushing,4,28,7.0,0,13
DET,Tim Boyle,rushing,2,13,6.5,0,14
