team,player,category,FUM,LOST
DET,Amani Oruwariye,fumbles,0,0
DET,D'Andre Swift,fumbles,2,1
DET,David Blough,fumbles,1,0
DET,Dean Marlowe,fumbles,0,0
DET,Evan Brown,fumbles,0,0
DET,Godwin Igwebuike,fumbles,2,2
DET,Ifeatu Melifonwu,fumbles,0,0
DET,Jalen Reeves-Maybin,fumbles,0,0
DET,Jamaal Williams,fumbles,1,0
DET,Jamie Collins Sr.,fumbles,0,0
DET,Jared Goff,fumbles,9,6
DET,Jerry Jacobs,fumbles,1,0
DET,Julian Okwara,fumbles,0,0
DET,Tim Boyle,fumbles,1,0
DET,Tommy Kraemer,fumbles,0,0
DET,Trey Flowers,fumbles,0,0
