team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
DET,Aldrick Rosas,kicking,100.0,43,4,1,1,1,1
DET,Austin Seibert,kicking,75.0,52,35,10,12,5,5
DET,Riley Patterson,kicking,71.43,49,55,13,14,16,16
DET,Ryan Santoso,kicking,50.0,35,11,2,3,5,6
