team,player,category,REC,YDS,AVG,TD,LONG,TGTS
JAX,Austin Trammell,receiving,3,46,5.9,0,18,10
JAX,Bhayshul Tuten,receiving,10,79,5.6,2,24,14
JAX,Brenton Strange,receiving,46,540,13.61,3,30,60
JAX,Brian Thomas Jr.,receiving,48,707,15.36,2,46,91
JAX,DeeJay Dallas,receiving,0,0,0.0,0,0,1
JAX,Dyami Brown,receiving,20,227,8.75,1,39,37
JAX,Hunter Long,receiving,12,85,6.6,2,11,17
JAX,Jakobi Meyers,receiving,42,483,11.62,3,50,61
JAX,Johnny Mundt,receiving,9,111,8.95,0,21,19
JAX,LeQuint Allen Jr.,receiving,10,54,5.56,0,10,11
JAX,Parker Washington,receiving,58,847,13.69,5,63,95
JAX,Quintin Morris,receiving,6,55,9.0,1,14,9
JAX,Tim Jones,receiving,1,15,15.0,0,15,1
JAX,Tim Patrick,receiving,15,187,8.56,3,37,24
JAX,Travis Etienne Jr.,receiving,36,292,7.31,6,45,52
JAX,Travis Hunter,receiving,28,298,12.21,1,44,45
