team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,301,7.5,2,1,2,29,40
ATL,Kirk Cousins,passing,234,7.1,1,0,2,21,33
BAL,Lamar Jackson,passing,246,7.7,0,1,3,17,32
BUF,Josh Allen,passing,123,5.3,1,1,0,15,23
CAR,Bryce Young,passing,206,10.3,3,0,2,15,20
CHI,Caleb Williams,passing,154,4.3,1,1,2,17,36
CIN,Joe Burrow,passing,261,5.7,2,0,1,24,46
CLE,Shedeur Sanders,passing,149,6.0,1,0,3,16,25
CLE,Dillon Gabriel,passing,0,0.0,0,0,0,1,1
DAL,Dak Prescott,passing,320,8.2,2,1,0,27,39
DEN,Bo Nix,passing,321,7.1,1,1,1,29,45
DET,Jared Goff,passing,256,9.8,2,0,3,20,26
DET,David Montgomery,passing,0,0.0,0,0,0,0,1
GB,Jordan Love,passing,234,7.8,4,0,0,18,30
HOU,C.J. Stroud,passing,276,7.9,0,1,2,22,35
IND,Daniel Jones,passing,201,7.4,2,0,1,14,27
JAX,Trevor Lawrence,passing,229,8.5,2,0,3,16,27
KC,Patrick Mahomes,passing,261,7.7,4,0,3,23,34
LAC,Trey Lance,passing,9,9.0,0,0,0,1,1
LAC,Justin Herbert,passing,151,7.6,2,1,3,15,20
LAR,Matthew Stafford,passing,243,8.7,2,2,2,18,28
LV,Geno Smith,passing,165,7.2,2,1,5,18,23
MIA,Tua Tagovailoa,passing,157,6.8,0,1,4,12,23
MIN,Max Brosmer,passing,126,4.2,0,4,4,19,30
NE,Drake Maye,passing,282,9.1,2,0,3,24,31
NO,Tyler Shough,passing,239,6.3,2,1,4,26,38
NYG,Jaxson Dart,passing,139,5.8,1,0,2,17,24
NYJ,Tyrod Taylor,passing,172,5.2,1,0,2,19,33
PHI,Jalen Hurts,passing,230,6.8,2,1,0,19,34
PIT,Aaron Rodgers,passing,117,5.6,0,0,1,10,21
PIT,Mason Rudolph,passing,0,0.0,0,1,0,0,3
SEA,Sam Darnold,passing,128,4.9,0,0,4,14,26
SF,Christian McCaffrey,passing,0,0.0,0,0,0,0,1
SF,Brock Purdy,passing,168,5.8,1,0,1,16,29
TB,Baker Mayfield,passing,194,6.9,1,0,2,18,28
TEN,Cam Ward,passing,141,3.7,0,0,3,24,38
WSH,Marcus Mariota,passing,294,5.9,2,1,2,28,50
