team,player,category,FUM,LOST
ARI,Bam Knight,fumbles,1,1
ATL,Jamal Agnew,fumbles,1,1
BAL,Travis Jones,fumbles,0,0
BAL,Zay Flowers,fumbles,1,1
BAL,Lamar Jackson,fumbles,2,2
BAL,Isaiah Likely,fumbles,1,1
BUF,Christian Benford,fumbles,0,0
BUF,James Cook III,fumbles,2,1
CAR,DJ Wonnum,fumbles,0,0
CHI,Nahshon Wright,fumbles,0,0
CIN,Samaje Perine,fumbles,1,1
CIN,DJ Turner II,fumbles,0,0
CIN,Cedric Johnson,fumbles,0,0
CLE,Gage Larvadain,fumbles,3,1
CLE,Harold Fannin Jr.,fumbles,1,1
DAL,George Pickens,fumbles,1,0
DAL,KaVontae Turpin,fumbles,0,0
DEN,Bo Nix,fumbles,1,0
DET,Jared Goff,fumbles,0,0
DET,David Montgomery,fumbles,1,0
GB,Jordan Love,fumbles,1,0
GB,Rasheed Walker,fumbles,0,0
GB,Romeo Doubs,fumbles,1,0
HOU,Woody Marks,fumbles,1,0
IND,Tyler Warren,fumbles,1,0
IND,Daniel Jones,fumbles,1,0
IND,Jonathan Taylor,fumbles,0,0
JAX,Rayuan Lane III,fumbles,0,0
JAX,LeQuint Allen Jr.,fumbles,0,0
KC,Rashee Rice,fumbles,1,0
LAR,Matthew Stafford,fumbles,1,1
LV,Geno Smith,fumbles,1,0
MIA,Tua Tagovailoa,fumbles,1,0
MIA,Zach Sieler,fumbles,0,0
MIN,Jalen Nailor,fumbles,0,0
MIN,Jalen Redmond,fumbles,0,0
MIN,Jordan Mason,fumbles,1,0
MIN,Aaron Jones Sr.,fumbles,1,1
NE,Elijah Ponder,fumbles,0,0
NO,Tyler Shough,fumbles,1,1
NYG,Gunner Olszewski,fumbles,1,1
NYJ,Qwan'tez Stiggers,fumbles,0,0
PHI,Britain Covey,fumbles,1,0
PHI,Jalen Hurts,fumbles,1,1
PIT,Patrick Queen,fumbles,0,0
PIT,Zach Frazier,fumbles,1,0
PIT,Aaron Rodgers,fumbles,1,1
SEA,Sam Darnold,fumbles,2,1
SEA,Riq Woolen,fumbles,1,1
SEA,Cooper Kupp,fumbles,0,0
SEA,Ty Okada,fumbles,0,0
SF,Darrell Luter Jr.,fumbles,0,0
SF,Luke Gifford,fumbles,0,0
TB,Rachaad White,fumbles,0,0
TB,Tykee Smith,fumbles,0,0
TB,Baker Mayfield,fumbles,1,0
TEN,Cam Ward,fumbles,1,0
TEN,Tony Pollard,fumbles,1,1
TEN,Chimere Dike,fumbles,1,1
TEN,Peter Skoronski,fumbles,0,0
WSH,Marcus Mariota,fumbles,1,0
WSH,Deebo Samuel,fumbles,1,0
WSH,Jeremy McNichols,fumbles,0,0
WSH,John Bates,fumbles,0,0
